747;854;613372,223022.93,613569.73,223248.99
1090;914;595972.24,229803.43,596340.29,230112.05
1812;638;599710.74,243219.94,609200.24,246561.17
1339;497;640484.41,242796.07,640949.39,242968.65
1378;1000;610594.88,239967.4,611611.95,240705.47
750;1051;596436.98,254719.09,603653.56,264831.93
773;807;643881.24,247882.08,645470.07,249540.79
1124;837;638485.95,247649.17,639324.35,248273.5
1337;516;601754.23,247839.2,612360.34,251932.51
1465;931;609929.95,238166.94,610774.47,238703.62
691;970;624930.13,242386.99,631348.75,251397.22
1003;599;615760.32,245622.56,615786.71,245638.32
1811;805;606837.19,251752.6,619837.97,257531.52
614;655;610820.08,223581.7,616189.68,229309.86
1731;495;622801.33,253454.47,645104.74,259832.39
1348;396;600047.52,220587.91,603489.18,221598.96
1685;753;611787.91,247089.16,632596.73,256388.29
1814;891;593164.05,225503.44,603557.9,230608.69
1193;417;624000.05,240134.69,625131.71,240530.25
1863;612;607371.45,251783.53,621494.01,256422.82
1272;1048;606402.54,229773.42,606669.8,229993.62
766;973;630353.61,238861.07,630386.4,238902.72
863;447;606964.33,260456.82,607468.1,260717.75
1831;972;627787.78,253805.05,642445.99,261586.47
1573;479;618346.12,222561.71,619036.44,222771.92
573;627;616850.3,219600.26,621650.16,224852.46
1721;901;592522.36,218923.88,595628.13,220549.85
1043;864;624487.43,238426.54,628799.83,241998.84
1244;847;604019.91,237871.06,621944.36,250075.25
1387;413;611206.25,224881.27,621187.27,227853.27
1289;1079;633593.24,239072.3,649339.85,252253.52
1068;661;596287.25,228709.78,596597.66,228901.89
1339;601;629081.5,248575.22,634103.44,250829.28
1265;724;627399.77,242845.5,643214.21,251896.61
806;810;644281.39,249112.8,644290.56,249122.01
1802;1060;617208.84,257660.11,617282.64,257703.52
556;1065;617460.04,249720.5,623285.53,260879.04
949;424;601586.38,236857.89,604988.4,238377.87
1580;629;598352.77,254021.99,606432.79,257238.65
1762;826;609292.08,229746.13,642026.85,245091.71
1201;625;639310.89,254843.23,639347.27,254862.16
692;911;612735.38,246442.81,626047.85,263968.34
1104;804;630579.32,241266.42,641555.68,249260.08
1738;461;610707.76,236094.17,610799.88,236118.61
870;691;621297.65,242641.5,622535.92,243625
1373;1046;624562.8,237397.37,624765.4,237551.72
1613;416;609703.9,245286.61,609761.72,245301.52
1369;1034;605271.54,259132.63,612213.47,264375.84
1909;315;597291.14,216012.82,598189.33,216161.03
1220;637;605095.99,257094.32,605108.74,257100.97
1243;688;602717.07,247038.31,607558.44,249718
1343;1045;624555.47,238364.59,624574.47,238379.37
746;582;638507.93,245919.18,638530.4,245936.72
511;351;595252.98,223415.21,596274.39,224116.81
785;445;632630.93,246661.61,632668.23,246682.76
1568;1018;609491.74,259630.37,615216.38,263347
1371;642;641904.26,249910.47,641948.42,249931.14
1094;983;603682.36,234770.1,603757.16,234837.31
751;935;629670.26,245493.66,629733.52,245572.42
1502;935;607239.81,248376.3,607366.2,248454.98
950;1043;605357.87,224973.11,606090.33,225777.27
790;347;602317.77,227541.72,602864.04,227781.66
1752;711;603316.74,228601.67,603647.89,228736.05
1235;972;610590.97,234011.39,611251.33,234531.13
1888;427;606476.89,260197.94,609446.85,260869.64
1546;624;598936.45,226447.8,599609.65,226719.52
1651;946;633081.52,244930.83,633804.56,245345.12
1589;339;615470.47,253510.49,616472.78,253724.32
1432;824;612488.49,222301.41,613545.42,222909.59
1358;521;624827.27,239585.58,629733.15,241467.73
1453;612;610558.5,237828.93,611571.29,238255.51
939;743;606903.95,225329.08,614111.24,231031.97
793;515;625112.2,238296.05,625437.59,238507.37
909;618;618002.11,257528.36,619590.17,258608.03
883;1024;627808.26,224371.1,644483.05,243708.56
665;1042;610470.76,250222.07,610543.11,250335.45
695;402;623127.92,237830.38,624348.45,238536.36
807;381;616073.64,242051.48,618570.78,243230.42
733;412;607588.57,250180.38,607606.37,250190.39
539;394;623765.45,243214.93,625338.14,244364.54
1254;897;597926.03,254472.97,598088.88,254589.46
1206;1037;633039.56,245829.36,648901.37,259468.41
1318;431;611488.98,255397.79,622664.9,259052.43
1310;597;621626.89,229650.14,638605.64,237387.79
1116;598;620808.46,237635.18,625045.28,239905.45
1458;556;613522.03,230332.95,630823.68,236930.83
1449;475;605997.62,259579.1,606025.57,259588.26
1714;578;614431.95,217521.68,630230.52,222849.31
1508;317;604574.86,220158.79,604811.85,220208.61
655;658;614142.52,254775.92,614909.35,255546.26
1579;316;601990.98,257714.36,626813.32,262681.97
1733;498;608748.68,227166.38,608816.38,227185.83
1197;768;611068.74,226396.45,626715.82,236435.68
1317;728;618917.5,229662.73,631762.05,236762.83
765;618;619173.64,257048.85,619181.78,257055.43
1232;629;634644.66,241538,638521.13,243517.14
601;790;600911.89,245152.36,602697.06,247498.92
514;915;618040.71,255057.17,619780.76,258154.73
1092;610;610151.59,255433.44,617154.04,259345.06
1139;543;607632.86,250830.52,607650.3,250838.83
988;404;599556.83,227117.06,600444.74,227480.13
1501;676;610395.22,232027.61,612057.03,232776.03
1594;433;634517.06,249788.57,648869.43,253687.3
576;791;604471.05,232052.54,604534.73,232139.99
575;924;632104.19,249459.03,632563.4,250196.96
583;998;599683.97,254258.29,599768.12,254402.35
1401;399;614115.65,243919.89,624731.08,246943.13
678;349;591036.78,244957.43,601560.28,250374.4
623;1048;630465.65,243956.23,630615.61,244208.5
1030;647;639471.17,251110.63,639520.91,251141.87
1373;468;610562.47,246898.25,610600.82,246911.32
1602;955;639815.01,247713.91,645348.21,251012.42
891;761;604461.24,257853.12,613047.17,265186.33
